[DEBUG] [2021-01-21 13:00:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5f29271b25cf46a3968667a7c38478f7, msgType : 19
[DEBUG] [2021-01-21 13:22:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a78119fc2efa402f88405e052119eb95, msgType : 19
[DEBUG] [2021-01-21 13:22:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7ced1fb853f5479b9db955720b4c0066, msgType : 19
[DEBUG] [2021-01-21 13:22:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b4fc00ba080f4c0e9a2acb7110d54148, msgType : 19
[DEBUG] [2021-01-21 13:22:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 42b4e933653740ce8cb2b4bd0aef073d, msgType : 19
[DEBUG] [2021-01-21 13:22:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ec4be3de841042e2b3088a90cf98c65e, msgType : 19
[DEBUG] [2021-01-21 13:22:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7e8554452bbf444ab115b73710bab9bb, msgType : 19
[DEBUG] [2021-01-21 13:22:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d385f21f97fe45ec97480bcc14b23617, msgType : 19
[INFO] [2021-01-21 13:22:49] ContractABIDefinition.addFunction(84) |  name: enc, methodId: 0xcdfd6e1e, methodSignature: enc(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@a811e68b
[INFO] [2021-01-21 13:22:49] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@a811e68b
[INFO] [2021-01-21 13:22:49] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2021-01-21 13:22:49] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@5e1218b4 
[INFO] [2021-01-21 13:22:49] ABIObjectFactory.createObject(32) |  name: enc
[DEBUG] [2021-01-21 13:22:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d402e7f3cb3c426f89e303faaaa33bbd, msgType : 18
[DEBUG] [2021-01-21 13:22:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 084999681bd1412dac7e2ba029c37e20, msgType : 19
[DEBUG] [2021-01-21 13:22:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 89250675559c413ab3fa4d639146a806, msgType : 19
[DEBUG] [2021-01-21 13:22:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-01-21 13:22:49] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-21 13:22:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d402e7f3cb3c426f89e303faaaa33bbd, msgType : 4096
[DEBUG] [2021-01-21 13:22:49] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-21 13:22:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-01-21 13:22:49] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 31, groupId: 1
[DEBUG] [2021-01-21 13:22:49] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-01-21 13:22:49] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 31, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-01-21 13:22:49] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 31, groupId: 1
[DEBUG] [2021-01-21 13:22:49] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 31, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[INFO] [2021-01-21 13:22:49] ContractABIDefinition.addFunction(84) |  name: enc, methodId: 0xcdfd6e1e, methodSignature: enc(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@a811e68b
[INFO] [2021-01-21 13:22:49] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@a811e68b
[INFO] [2021-01-21 13:22:49] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2021-01-21 13:22:49] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@12958360 
[INFO] [2021-01-21 13:22:49] ContractABIDefinition.addFunction(84) |  name: enc, methodId: 0xcdfd6e1e, methodSignature: enc(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@a811e68b
[INFO] [2021-01-21 13:22:49] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@a811e68b
[INFO] [2021-01-21 13:22:49] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2021-01-21 13:22:49] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@c6e0f32 
[INFO] [2021-01-21 13:22:49] ABIObjectFactory.createObject(32) |  name: enc
[DEBUG] [2021-01-21 13:22:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ad02a607f1e04b51910ba46d83759f01, msgType : 19
[DEBUG] [2021-01-21 13:22:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 27ea522e1db942318e06e196ee5cf1be, msgType : 19
[DEBUG] [2021-01-21 13:22:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6f56578736ca4432a9111e08f5f6576d, msgType : 19
[DEBUG] [2021-01-21 13:22:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1b7bdff243fa483c89dae094e2d676c1, msgType : 19
[DEBUG] [2021-01-21 13:22:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 739cf7070a1d4971b2d6946b117faea4, msgType : 19
[DEBUG] [2021-01-21 13:22:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f7e2037f6d3042338469c8fd95e7d685, msgType : 19
[DEBUG] [2021-01-21 13:22:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 379438dcb4b14efa94f64b81c3bd1d8d, msgType : 19
[DEBUG] [2021-01-21 13:22:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cb77be7b0127490d970d0fd0f887799c, msgType : 19
[DEBUG] [2021-01-21 13:22:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 27e4705448774feabe6c3f8cebabe3ff, msgType : 19
[DEBUG] [2021-01-21 13:22:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ec0ff9fd647445f89c60bf5a8842b128, msgType : 19
[DEBUG] [2021-01-21 13:23:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 77bbb8775ac5458ca83c949be698dba6, msgType : 19
[DEBUG] [2021-01-21 13:23:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 80dd4105b0b444fb8f02cf3873b9edcd, msgType : 19
[DEBUG] [2021-01-21 13:23:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9522d1b3fc974052a200c6abcea88da8, msgType : 19
[DEBUG] [2021-01-21 13:23:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c66c9f9cc4f94c86962b6614a943415c, msgType : 19
[DEBUG] [2021-01-21 13:23:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ba71c7a9c3304c51bbbf0439c182ac0d, msgType : 18
[DEBUG] [2021-01-21 13:23:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 30832fd646aa488fbd96a74943df8ebb, msgType : 18
[DEBUG] [2021-01-21 13:23:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1d1edbab10d74d72b93240c4d6c56cfd, msgType : 19
[DEBUG] [2021-01-21 13:23:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f7c3591ac7ff4d088c077228a543092a, msgType : 19
[DEBUG] [2021-01-21 13:23:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : bdec14cfd22141b095b1a3b9efd70457, msgType : 19
[DEBUG] [2021-01-21 13:23:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 196f8e3a78c04de5b2496e94bcc018af, msgType : 19
[DEBUG] [2021-01-21 13:23:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6599d5ff4e20467d9a1614c34a83f19a, msgType : 19
[DEBUG] [2021-01-21 13:23:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 636f267014694e71ba04e935ddb964c4, msgType : 19
[DEBUG] [2021-01-21 13:23:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b365ce0647c84d7aa68ee923b86c9f22, msgType : 19
[DEBUG] [2021-01-21 13:23:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 22f3b3f679254905aa077f09de8c4ed2, msgType : 19
[DEBUG] [2021-01-21 13:23:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 096a3e8590ee45c6a64ecf4acc5fd5ee, msgType : 19
[DEBUG] [2021-01-21 13:23:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 98dac87204204ec2af61254067a0206a, msgType : 19
[DEBUG] [2021-01-21 13:23:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9be68db5856f49b1938bdec643e53445, msgType : 19
[DEBUG] [2021-01-21 13:23:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 84d3843265574e7c82078f9d101c5abe, msgType : 19
[DEBUG] [2021-01-21 13:23:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9c6019dfcf3245cb9a0c0c4da526e45c, msgType : 19
[DEBUG] [2021-01-21 13:23:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2e73f4c885cb4163b17e8c244dc4d07a, msgType : 19
[DEBUG] [2021-01-21 13:23:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7fe37099700b4e38a60841f0e303f5bb, msgType : 19
[DEBUG] [2021-01-21 13:23:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f2134f4e3a2645f5bb10b1814a109d12, msgType : 19
[DEBUG] [2021-01-21 13:23:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f17896c00d6a47c5a8d670fd25a083de, msgType : 19
[DEBUG] [2021-01-21 13:23:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 25e09f7c373043f5b61a93cd48ccb24d, msgType : 19
[DEBUG] [2021-01-21 13:23:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 42072aaf744140cd8a3163404621c0ca, msgType : 19
[DEBUG] [2021-01-21 13:23:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 58dcc2d190aa45f2a0e434ab94d8ce4a, msgType : 19
[DEBUG] [2021-01-21 13:23:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 81a2a32fc48c4973bb7c07b546c9a8ef, msgType : 19
[DEBUG] [2021-01-21 13:23:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ced4abd1dcb54a57945498a745e166e7, msgType : 19
[DEBUG] [2021-01-21 13:23:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8a3eb5ea46714054bb1311c1b3e32f13, msgType : 19
[DEBUG] [2021-01-21 13:23:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 3c1c6e87192f470eba914ef4378833d8, msgType : 19
[DEBUG] [2021-01-21 13:23:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a91961503a36401c970c143b8059654c, msgType : 19
[DEBUG] [2021-01-21 13:23:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 07c5fb99d958463e90a725903d10ed0e, msgType : 19
[DEBUG] [2021-01-21 13:23:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6b7d19c89748470ea855c32035c24190, msgType : 19
[DEBUG] [2021-01-21 13:23:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c24a27c521544de1b4791ff482ad0900, msgType : 19
[DEBUG] [2021-01-21 13:23:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2abcf872335f4a55a6ff619e54325b60, msgType : 19
[DEBUG] [2021-01-21 13:23:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 38c0bd135d054d829c40b218894690a1, msgType : 19
[DEBUG] [2021-01-21 13:23:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8cfb51adce93482bb5678b1072b7d0f1, msgType : 19
[DEBUG] [2021-01-21 13:23:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : db06f4bf83254c62a9f5cbe91c755fe7, msgType : 19
[DEBUG] [2021-01-21 13:23:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9ab515d2333f494180cd66cb71d48893, msgType : 19
[DEBUG] [2021-01-21 13:23:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8f9e6e16057e4f828300365971e0c7ca, msgType : 19
[DEBUG] [2021-01-21 13:23:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 928057044f1d4a09b2555f9b80eb90b3, msgType : 19
[DEBUG] [2021-01-21 13:23:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 843259bbeb4f4323b1c85a7110368efd, msgType : 19
[DEBUG] [2021-01-21 13:23:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 22035bd05fae42f6ac06cfa7e7ea544d, msgType : 19
[DEBUG] [2021-01-21 13:23:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 54516f1b67ca49fcaf53c0050b8f8364, msgType : 19
[DEBUG] [2021-01-21 13:23:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : be34aa93b9db4e94add8a92803ca349e, msgType : 19
[DEBUG] [2021-01-21 13:23:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6be0b8040363432a8104a1179c3d8f6f, msgType : 19
[DEBUG] [2021-01-21 13:23:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : eaa6145da5464729b0ea50903b0e8cd0, msgType : 19
[DEBUG] [2021-01-21 13:23:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c3bed9c27b854e2bb7981c27df59fca5, msgType : 19
[DEBUG] [2021-01-21 13:23:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7b7f545da6bf4faaaddf44b51ac75608, msgType : 19
[DEBUG] [2021-01-21 13:23:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8ba34a235fbf40cbb248535415a24fb7, msgType : 19
[DEBUG] [2021-01-21 13:23:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : fe400c37f0df478c9228ec2110b5bb84, msgType : 19
[DEBUG] [2021-01-21 13:23:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3925c6a044314b42ab0bce313e849af8, msgType : 19
[DEBUG] [2021-01-21 13:23:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9aa4973205144e1987ba297792e8cf4b, msgType : 19
[DEBUG] [2021-01-21 13:23:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : fef3b8ceebdf41b7bb6f3a059acd61fe, msgType : 19
[DEBUG] [2021-01-21 13:23:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b8c2681c76944d0d95b11ea52d0aafb5, msgType : 19
[DEBUG] [2021-01-21 13:23:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 80f9f77fe9544d32a180bc721fa8f4be, msgType : 19
[DEBUG] [2021-01-21 13:23:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 97eae7406ce94a53b6ef92c0ff087afc, msgType : 19
[DEBUG] [2021-01-21 13:23:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f4e23a5f97d044499308ba6a07b1c032, msgType : 19
[DEBUG] [2021-01-21 13:23:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c27e5bdd6e8b46b98616284c8b1d50c2, msgType : 19
[DEBUG] [2021-01-21 13:23:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5813726393de4446bcc8977a77806ab8, msgType : 19
[DEBUG] [2021-01-21 13:23:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d4c0c647122f49e0a6a7361c6781e4f5, msgType : 19
[DEBUG] [2021-01-21 13:23:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 58e2ed52394e46f1819f248fc580a60b, msgType : 19
[DEBUG] [2021-01-21 13:24:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0f36ccf3544e43159d7e85a92fd9a8a3, msgType : 19
[DEBUG] [2021-01-21 13:24:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ecc9ef52157d41c39f33878ef51ee6e1, msgType : 19
[DEBUG] [2021-01-21 13:24:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ded21c84b02c405d870d903d8945a9bb, msgType : 19
[DEBUG] [2021-01-21 13:24:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e3a36f6f6eaa41b2923d89a9bb04b910, msgType : 19
[DEBUG] [2021-01-21 13:24:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3cc72fde8bf04376a91aa357164f0b72, msgType : 18
[DEBUG] [2021-01-21 13:24:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : abe8d95471fb4e839df54690d549f7af, msgType : 18
[DEBUG] [2021-01-21 13:24:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c6ef1cf84c3c4ae481ec21f4e109fe4b, msgType : 19
[DEBUG] [2021-01-21 13:24:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : fb204e5744684832b0c5ddbe6eef7ba2, msgType : 19
[DEBUG] [2021-01-21 13:24:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1ead3e1c4adb40a39cedaa607a00f046, msgType : 19
[DEBUG] [2021-01-21 13:24:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4c4d384ca57c4af691ca89f0a1bbc9c5, msgType : 19
[DEBUG] [2021-01-21 13:24:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : dd742caa9cef4123a22d75ed87eb6c86, msgType : 19
[DEBUG] [2021-01-21 13:24:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ca4eb40e9dd7410ca8dcee48beeb6b43, msgType : 19
[DEBUG] [2021-01-21 13:24:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a5e132c8b4014465a17edf6359a70509, msgType : 19
[DEBUG] [2021-01-21 13:24:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4f2d3f1214dd4a5f89806e18e52a844e, msgType : 19
[DEBUG] [2021-01-21 13:24:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : db064f711476428c88a8ca739a1cd8fa, msgType : 19
[DEBUG] [2021-01-21 13:24:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 0158e266a526423180694867b40672bd, msgType : 19
[DEBUG] [2021-01-21 13:24:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3d6a913ca8854515bbb1c80eb9210cfb, msgType : 19
[DEBUG] [2021-01-21 13:24:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 05d34eaa4a3a44fe9a35bf0892f93c06, msgType : 19
[DEBUG] [2021-01-21 13:24:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8703d9e1530441068862c66c3911e117, msgType : 19
[DEBUG] [2021-01-21 13:24:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5c4269b2e91b4a5e96f54d2a2870a058, msgType : 19
[DEBUG] [2021-01-21 13:24:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 10d6d42c52724522a6a3e51af8a04bf8, msgType : 19
[DEBUG] [2021-01-21 13:24:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 36bdba20978e47beb04c2585c08939fb, msgType : 19
[DEBUG] [2021-01-21 13:24:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8e72cfab6bef47d09b3c650f7c7b5e6c, msgType : 19
[DEBUG] [2021-01-21 13:24:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 696a372315ec4335a9dab5ba7b3d0c89, msgType : 19
[DEBUG] [2021-01-21 13:24:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 617c9008d199409b8ed3fa346b2278c7, msgType : 19
[DEBUG] [2021-01-21 13:24:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a4dd73ab985d4537a5a682eca52f398d, msgType : 19
[DEBUG] [2021-01-21 13:24:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2149fe87894c4ba38a6783e07a5ec156, msgType : 19
[DEBUG] [2021-01-21 13:24:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d1500f3f0c6847e88aeb9ceff353a251, msgType : 19
[DEBUG] [2021-01-21 13:24:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 546878b6354c4d0c8218f92992ad4945, msgType : 19
[DEBUG] [2021-01-21 13:24:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 644fff5647a942c48df9c098845784aa, msgType : 19
[DEBUG] [2021-01-21 13:24:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e9b857e33f0645588808b5074428ce50, msgType : 19
[DEBUG] [2021-01-21 13:24:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : fb4c8ac1f698466d9d95ecf39a017e81, msgType : 19
